date,gold_cost_rub
2016-03-31,2691.39
2016-04-01,2691.21
2016-04-02,2659.65
2016-04-03,2659.65
2016-04-04,2659.65
2016-04-05,2682.67
2016-04-06,2727.61
2016-04-07,2700.35
2016-04-08,2697.37
2016-04-09,2678.82
2016-04-10,2678.82
2016-04-11,2678.82
2016-04-12,2691.71
2016-04-13,2685.95
2016-04-14,2634.05
2016-04-15,2651.61
2016-04-16,2611.25
2016-04-17,2611.25
2016-04-18,2611.25
2016-04-19,2716.76
2016-04-20,2620.75
2016-04-21,2649.12
2016-04-22,2629.26
2016-04-23,2651.47
2016-04-24,2651.47
2016-04-25,2651.47
2016-04-26,2636.71
2016-04-27,2637.64
2016-04-28,2607.75
2016-04-29,2630.62
2016-04-30,2636.13
2016-05-01,2636.13
2016-05-02,2636.13
2016-05-03,2636.13
2016-05-04,2636.13
2016-05-05,2723.8
2016-05-06,2702.64
2016-05-07,2724.56
2016-05-08,2724.56
2016-05-09,2724.56
2016-05-10,2724.56
2016-05-11,2697.27
2016-05-12,2708.62
2016-05-13,2648.89
2016-05-14,2661.96
2016-05-15,2661.96
2016-05-16,2661.96
2016-05-17,2672.48
2016-05-18,2634.4
2016-05-19,2658.54
2016-05-20,2668.9
2016-05-21,2681.48
2016-05-22,2681.48
2016-05-23,2681.48
2016-05-24,2695.39
2016-05-25,2678.76
2016-05-26,2586.24
2016-05-27,2571.58
2016-05-28,2593.05
2016-05-29,2593.05
2016-05-30,2593.05
2016-05-31,2584.04
2016-06-01,2568.47
2016-06-02,2604.89
2016-06-03,2608.5
2016-06-04,2602.89
2016-06-05,2602.89
2016-06-06,2602.89
2016-06-07,2623.98
2016-06-08,2601.98
2016-06-09,2604.36
2016-06-10,2578.73
2016-06-11,2635.03
2016-06-12,2635.03
2016-06-13,2635.03
2016-06-14,2635.03
2016-06-15,2716.08
2016-06-16,2716.86
2016-06-17,2767.58
2016-06-18,2702.51
2016-06-19,2702.51
2016-06-20,2702.51
2016-06-21,2646.7
2016-06-22,2642.61
2016-06-23,2591.38
2016-06-24,2617.54
2016-06-25,2768.01
2016-06-26,2768.01
2016-06-27,2768.01
2016-06-28,2770.65
2016-06-29,2733.78
2016-06-30,2722.37
2016-07-01,2717.35
2016-07-02,2740.98
2016-07-03,2740.98
2016-07-04,2740.98
2016-07-05,2761.56
2016-07-06,2778.59
2016-07-07,2846.74
2016-07-08,2815.21
2016-07-09,2801.22
2016-07-10,2801.22
2016-07-11,2801.22
2016-07-12,2803.64
2016-07-13,2779.46
2016-07-14,2751.43
2016-07-15,2709.81
2016-07-16,2702.18
2016-07-17,2702.18
2016-07-18,2702.18
2016-07-19,2691.03
2016-07-20,2697.9
2016-07-21,2702.82
2016-07-22,2709.04
2016-07-23,2749.35
2016-07-24,2749.35
2016-07-25,2749.35
2016-07-26,2744.63
2016-07-27,2792.61
2016-07-28,2800.41
2016-07-29,2851.02
2016-07-30,2872.53
2016-07-31,2872.53
2016-08-01,2872.53
2016-08-02,2860.25
2016-08-03,2920.42
2016-08-04,2927.73
2016-08-05,2884.19
2016-08-06,2872.21
2016-08-07,2872.21
2016-08-08,2872.21
2016-08-09,2782.85
2016-08-10,2776.27
2016-08-11,2816.99
2016-08-12,2807.66
2016-08-13,2764.91
2016-08-14,2764.91
2016-08-15,2764.91
2016-08-16,2764.54
2016-08-17,2773.86
2016-08-18,2762.66
2016-08-19,2752.31
2016-08-20,2768.7
2016-08-21,2768.7
2016-08-22,2768.7
2016-08-23,2754.43
2016-08-24,2787.23
2016-08-25,2786.69
2016-08-26,2765.63
2016-08-27,2757.61
2016-08-28,2757.61
2016-08-29,2757.61
2016-08-30,2759.35
2016-08-31,2752.19
2016-09-01,2757.65
2016-09-02,2739.42
2016-09-03,2777.39
2016-09-04,2777.39
2016-09-05,2777.39
2016-09-06,2765.82
2016-09-07,2772.29
2016-09-08,2791.75
2016-09-09,2772.54
2016-09-10,2755.24
2016-09-11,2755.24
2016-09-12,2755.24
2016-09-13,2776.51
2016-09-14,2768.19
2016-09-15,2764.1
2016-09-16,2767.95
2016-09-17,2746.26
2016-09-18,2746.26
2016-09-19,2746.26
2016-09-20,2744.69
2016-09-21,2738.4
2016-09-22,2734.04
2016-09-23,2732.89
2016-09-24,2742.98
2016-09-25,2742.98
2016-09-26,2742.98
2016-09-27,2756.1
2016-09-28,2735.48
2016-09-29,2723.88
2016-09-30,2682.09
2016-10-01,2706.56
2016-10-02,2706.56
2016-10-03,2706.56
2016-10-04,2651.74
2016-10-05,2627.78
2016-10-06,2558.29
2016-10-07,2538.45
2016-10-08,2513.88
2016-10-09,2513.88
2016-10-10,2513.88
2016-10-11,2531.56
2016-10-12,2512.3
2016-10-13,2526.83
2016-10-14,2562.09
2016-10-15,2544.06
2016-10-16,2544.06
2016-10-17,2544.06
2016-10-18,2543.42
2016-10-19,2551.0
2016-10-20,2554.89
2016-10-21,2547.07
2016-10-22,2537.77
2016-10-23,2537.77
2016-10-24,2537.77
2016-10-25,2535.14
2016-10-26,2532.11
2016-10-27,2549.96
2016-10-28,2572.59
2016-10-29,2560.16
2016-10-30,2560.16
2016-10-31,2560.16
2016-11-01,2589.79
2016-11-02,2609.91
2016-11-03,2642.09
2016-11-04,2639.93
2016-11-05,2639.93
2016-11-06,2639.93
2016-11-07,2639.93
2016-11-08,2643.95
2016-11-09,2631.14
2016-11-10,2679.81
2016-11-11,2611.59
2016-11-12,2632.8
2016-11-13,2632.8
2016-11-14,2632.8
2016-11-15,2588.75
2016-11-16,2590.07
2016-11-17,2543.59
2016-11-18,2571.28
2016-11-19,2524.47
2016-11-20,2524.47
2016-11-21,2524.47
2016-11-22,2513.92
2016-11-23,2490.73
2016-11-24,2496.78
2016-11-25,2466.91
2016-11-26,2467.03
2016-11-27,2467.03
2016-11-28,2467.03
2016-11-29,2481.74
2016-11-30,2479.11
2016-12-01,2490.52
2016-12-02,2392.88
2016-12-03,2416.6
2016-12-04,2416.6
2016-12-05,2416.6
2016-12-06,2394.11
2016-12-07,2405.07
2016-12-08,2406.68
2016-12-09,2394.18
2016-12-10,2378.98
2016-12-11,2378.98
2016-12-12,2378.98
2016-12-13,2285.54
2016-12-14,2272.36
2016-12-15,2269.68
2016-12-16,2244.14
2016-12-17,2253.08
2016-12-18,2253.08
2016-12-19,2253.08
2016-12-20,2260.06
2016-12-21,2250.56
2016-12-22,2228.76
2016-12-23,2212.29
2016-12-24,2212.76
2016-12-25,2212.76
2016-12-26,2212.76
2016-12-27,2214.78
2016-12-28,2212.97
2016-12-29,2223.06
2016-12-30,2222.29
2016-12-31,2260.43
2017-01-01,2260.43
2017-01-02,2260.43
2017-01-03,2260.43
2017-01-04,2260.43
2017-01-05,2260.43
2017-01-06,2260.43
2017-01-07,2260.43
2017-01-08,2260.43
2017-01-09,2260.43
2017-01-10,2264.82
2017-01-11,2280.67
2017-01-12,2297.0
2017-01-13,2308.2
2017-01-14,2283.58
2017-01-15,2283.58
2017-01-16,2283.58
2017-01-17,2304.95
2017-01-18,2325.18
2017-01-19,2307.12
2017-01-20,2296.25
2017-01-21,2300.38
2017-01-22,2300.38
2017-01-23,2300.38
2017-01-24,2322.0
2017-01-25,2309.96
2017-01-26,2288.67
2017-01-27,2284.59
2017-01-28,2296.54
2017-01-29,2296.54
2017-01-30,2296.54
2017-01-31,2301.46
2017-02-01,2315.82
2017-02-02,2346.2
2017-02-03,2360.69
2017-02-04,2313.26
2017-02-05,2313.26
2017-02-06,2313.26
2017-02-07,2306.41
2017-02-08,2342.73
2017-02-09,2364.18
2017-02-10,2356.4
2017-02-11,2319.04
2017-02-12,2319.04
2017-02-13,2319.04
2017-02-14,2294.96
2017-02-15,2282.65
2017-02-16,2236.21
2017-02-17,2272.45
2017-02-18,2300.29
2017-02-19,2300.29
2017-02-20,2300.29
2017-02-21,2307.45
2017-02-22,2285.64
2017-02-23,2286.78
2017-02-24,2286.78
2017-02-25,2286.78
2017-02-26,2286.78
2017-02-27,2286.78
2017-02-28,2340.04
2017-03-01,2332.97
2017-03-02,2338.69
2017-03-03,2334.69
2017-03-04,2327.25
2017-03-05,2327.25
2017-03-06,2327.25
2017-03-07,2309.12
2017-03-08,2292.23
2017-03-09,2292.23
2017-03-10,2278.48
2017-03-11,2278.09
2017-03-12,2278.09
2017-03-13,2278.09
2017-03-14,2296.22
2017-03-15,2281.23
2017-03-16,2284.9
2017-03-17,2295.03
2017-03-18,2288.71
2017-03-19,2288.71
2017-03-20,2288.71
2017-03-21,2270.87
2017-03-22,2267.05
2017-03-23,2309.07
2017-03-24,2307.87
2017-03-25,2296.73
2017-03-26,2296.73
2017-03-27,2296.73
2017-03-28,2304.33
2017-03-29,2294.86
2017-03-30,2297.02
2017-03-31,2267.37
2017-04-01,2234.03
2017-04-02,2234.03
2017-04-03,2234.03
2017-04-04,2249.39
2017-04-05,2288.6
2017-04-06,2250.78
2017-04-07,2274.91
2017-04-08,2313.7
2017-04-09,2313.7
2017-04-10,2313.7
2017-04-11,2313.04
2017-04-12,2299.38
2017-04-13,2321.61
2017-04-14,2340.43
2017-04-15,2324.19
2017-04-16,2324.19
2017-04-17,2324.19
2017-04-18,2322.38
2017-04-19,2312.71
2017-04-20,2315.48
2017-04-21,2321.52
2017-04-22,2316.77
2017-04-23,2316.77
2017-04-24,2316.77
2017-04-25,2293.05
2017-04-26,2281.14
2017-04-27,2290.2
2017-04-28,2315.75
2017-04-29,2318.58
2017-04-30,2318.58
2017-05-01,2318.58
2017-05-02,2318.58
2017-05-03,2299.42
2017-05-04,2301.71
2017-05-05,2287.51
2017-05-06,2332.61
2017-05-07,2332.61
2017-05-08,2332.61
2017-05-09,2332.61
2017-05-10,2332.61
2017-05-11,2283.73
2017-05-12,2242.15
2017-05-13,2256.71
2017-05-14,2256.71
2017-05-15,2256.71
2017-05-16,2238.06
2017-05-17,2232.16
2017-05-18,2270.37
2017-05-19,2330.53
2017-05-20,2300.58
2017-05-21,2300.58
2017-05-22,2300.58
2017-05-23,2280.13
2017-05-24,2290.86
2017-05-25,2264.02
2017-05-26,2266.17
2017-05-27,2308.3
2017-05-28,2308.3
2017-05-29,2308.3
2017-05-30,2306.55
2017-05-31,2294.58
2017-06-01,2303.34
2017-06-02,2301.5
2017-06-03,2298.14
2017-06-04,2298.14
2017-06-05,2298.14
2017-06-06,2331.16
2017-06-07,2346.63
2017-06-08,2351.86
2017-06-09,2353.92
2017-06-10,2335.26
2017-06-11,2335.26
2017-06-12,2335.26
2017-06-13,2335.26
2017-06-14,2307.78
2017-06-15,2325.42
2017-06-16,2327.5
2017-06-17,2332.76
2017-06-18,2332.76
2017-06-19,2332.76
2017-06-20,2331.31
2017-06-21,2347.59
2017-06-22,2405.61
2017-06-23,2419.97
2017-06-24,2409.58
2017-06-25,2409.58
2017-06-26,2409.58
2017-06-27,2353.82
2017-06-28,2367.22
2017-06-29,2395.94
2017-06-30,2368.09
2017-07-01,2373.75
2017-07-02,2373.75
2017-07-03,2373.75
2017-07-04,2341.83
2017-07-05,2331.3
2017-07-06,2340.55
2017-07-07,2371.28
2017-07-08,2369.08
2017-07-09,2369.08
2017-07-10,2369.08
2017-07-11,2341.12
2017-07-12,2366.63
2017-07-13,2376.69
2017-07-14,2363.34
2017-07-15,2346.73
2017-07-16,2346.73
2017-07-17,2346.73
2017-07-18,2335.49
2017-07-19,2361.38
2017-07-20,2361.5
2017-07-21,2348.87
2017-07-22,2363.19
2017-07-23,2363.19
2017-07-24,2363.19
2017-07-25,2408.75
2017-07-26,2407.86
2017-07-27,2398.83
2017-07-28,2410.62
2017-07-29,2411.34
2017-07-30,2411.34
2017-07-31,2411.34
2017-08-01,2445.42
2017-08-02,2437.9
2017-08-03,2467.12
2017-08-04,2464.5
2017-08-05,2461.92
2017-08-06,2461.92
2017-08-07,2461.92
2017-08-08,2428.31
2017-08-09,2432.93
2017-08-10,2444.34
2017-08-11,2464.17
2017-08-12,2492.94
2017-08-13,2492.94
2017-08-14,2492.94
2017-08-15,2463.02
2017-08-16,2455.75
2017-08-17,2435.97
2017-08-18,2449.51
2017-08-19,2471.99
2017-08-20,2471.99
2017-08-21,2471.99
2017-08-22,2448.27
2017-08-23,2439.33
2017-08-24,2445.68
2017-08-25,2444.99
2017-08-26,2447.5
2017-08-27,2447.5
2017-08-28,2447.5
2017-08-29,2419.35
2017-08-30,2490.44
2017-08-31,2474.72
2017-09-01,2457.88
2017-09-02,2460.84
2017-09-03,2460.84
2017-09-04,2460.84
2017-09-05,2479.32
2017-09-06,2475.84
2017-09-07,2470.54
2017-09-08,2462.58
2017-09-09,2475.5
2017-09-10,2475.5
2017-09-11,2475.5
2017-09-12,2460.67
2017-09-13,2441.8
2017-09-14,2470.08
2017-09-15,2457.3
2017-09-16,2450.91
2017-09-17,2450.91
2017-09-18,2450.91
2017-09-19,2435.14
2017-09-20,2444.1
2017-09-21,2457.4
2017-09-22,2428.57
2017-09-23,2404.09
2017-09-24,2404.09
2017-09-25,2404.09
2017-09-26,2397.7
2017-09-27,2416.8
2017-09-28,2408.36
2017-09-29,2412.46
2017-09-30,2400.53
2017-10-01,2400.53
2017-10-02,2400.53
2017-10-03,2366.37
2017-10-04,2366.97
2017-10-05,2369.68
2017-10-06,2366.67
2017-10-07,2355.13
2017-10-08,2355.13
2017-10-09,2355.13
2017-10-10,2403.87
2017-10-11,2407.73
2017-10-12,2402.61
2017-10-13,2400.78
2017-10-14,2396.96
2017-10-15,2396.96
2017-10-16,2396.96
2017-10-17,2395.42
2017-10-18,2377.56
2017-10-19,2358.11
2017-10-20,2375.49
2017-10-21,2367.24
2017-10-22,2367.24
2017-10-23,2367.24
2017-10-24,2356.31
2017-10-25,2366.65
2017-10-26,2358.02
2017-10-27,2373.46
2017-10-28,2367.52
2017-10-29,2367.52
2017-10-30,2367.52
2017-10-31,2368.1
2017-11-01,2381.26
2017-11-02,2391.87
2017-11-03,2383.72
2017-11-04,2395.72
2017-11-05,2395.72
2017-11-06,2395.72
2017-11-07,2395.72
2017-11-08,2398.76
2017-11-09,2442.51
2017-11-10,2446.04
2017-11-11,2448.06
2017-11-12,2448.06
2017-11-13,2448.06
2017-11-14,2432.48
2017-11-15,2441.49
2017-11-16,2490.46
2017-11-17,2464.32
2017-11-18,2461.43
2017-11-19,2461.43
2017-11-20,2461.43
2017-11-21,2462.86
2017-11-22,2446.97
2017-11-23,2435.77
2017-11-24,2424.97
2017-11-25,2425.97
2017-11-26,2425.97
2017-11-27,2425.97
2017-11-28,2425.82
2017-11-29,2429.95
2017-11-30,2428.34
2017-12-01,2414.85
2017-12-02,2403.02
2017-12-03,2403.02
2017-12-04,2403.02
2017-12-05,2425.95
2017-12-06,2407.63
2017-12-07,2403.37
2017-12-08,2395.93
2017-12-09,2374.5
2017-12-10,2374.5
2017-12-11,2374.5
2017-12-12,2383.22
2017-12-13,2352.08
2017-12-14,2360.95
2017-12-15,2369.96
2017-12-16,2380.77
2017-12-17,2380.77
2017-12-18,2380.77
2017-12-19,2375.14
2017-12-20,2380.2
2017-12-21,2389.85
2017-12-22,2383.26
2017-12-23,2377.44
2017-12-24,2377.44
2017-12-25,2377.44
2017-12-26,2372.69
2017-12-27,2353.75
2017-12-28,2374.39
2017-12-29,2393.1
2017-12-30,2400.97
2017-12-31,2400.97
2018-01-01,2400.97
2018-01-02,2400.97
2018-01-03,2400.97
2018-01-04,2400.97
2018-01-05,2400.97
2018-01-06,2400.97
2018-01-07,2400.97
2018-01-08,2400.97
2018-01-09,2400.97
2018-01-10,2411.72
2018-01-11,2416.66
2018-01-12,2418.56
2018-01-13,2425.6
2018-01-14,2425.6
2018-01-15,2425.6
2018-01-16,2433.4
2018-01-17,2420.14
2018-01-18,2433.29
2018-01-19,2426.61
2018-01-20,2430.33
2018-01-21,2430.33
2018-01-22,2430.33
2018-01-23,2428.91
2018-01-24,2425.06
2018-01-25,2448.38
2018-01-26,2445.94
2018-01-27,2430.97
2018-01-28,2430.97
2018-01-29,2430.97
2018-01-30,2440.32
2018-01-31,2435.46
2018-02-01,2426.57
2018-02-02,2425.84
2018-02-03,2423.36
2018-02-04,2423.36
2018-02-05,2423.36
2018-02-06,2434.36
2018-02-07,2473.69
2018-02-08,2432.6
2018-02-09,2431.01
2018-02-10,2461.36
2018-02-11,2461.36
2018-02-12,2461.36
2018-02-13,2465.36
2018-02-14,2469.16
2018-02-15,2463.96
2018-02-16,2463.01
2018-02-17,2461.6
2018-02-18,2461.6
2018-02-19,2461.6
2018-02-20,2440.81
2018-02-21,2430.27
2018-02-22,2419.99
2018-02-23,2415.26
2018-02-24,2415.26
2018-02-25,2415.26
2018-02-26,2415.26
2018-02-27,2407.47
2018-02-28,2385.47
2018-03-01,2393.01
2018-03-02,2379.1
2018-03-03,2398.74
2018-03-04,2398.74
2018-03-05,2398.74
2018-03-06,2434.83
2018-03-07,2406.97
2018-03-08,2433.41
2018-03-09,2433.41
2018-03-10,2433.41
2018-03-11,2433.41
2018-03-12,2433.41
2018-03-13,2397.56
2018-03-14,2413.92
2018-03-15,2425.42
2018-03-16,2425.96
2018-03-17,2440.09
2018-03-18,2440.09
2018-03-19,2440.09
2018-03-20,2427.09
2018-03-21,2435.42
2018-03-22,2433.3
2018-03-23,2428.36
2018-03-24,2464.61
2018-03-25,2464.61
2018-03-26,2464.61
2018-03-27,2471.24
2018-03-28,2482.78
2018-03-29,2481.73
2018-03-30,2458.63
2018-03-31,2437.35
2018-04-01,2437.35
2018-04-02,2437.35
2018-04-03,2438.21
2018-04-04,2472.54
2018-04-05,2494.46
2018-04-06,2456.67
2018-04-07,2464.79
2018-04-08,2464.79
2018-04-09,2464.79
2018-04-10,2501.72
2018-04-11,2678.9
2018-04-12,2770.65
2018-04-13,2685.69
2018-04-14,2648.05
2018-04-15,2648.05
2018-04-16,2648.05
2018-04-17,2691.93
2018-04-18,2640.06
2018-04-19,2664.83
2018-04-20,2664.83
2018-04-21,2664.83
2018-04-22,2664.83
2018-04-23,2642.18
2018-04-24,2637.15
2018-04-25,2631.54
2018-04-26,2631.9
2018-04-27,2660.62
2018-04-28,2657.39
2018-04-29,2634.19
2018-04-30,2657.39
2018-05-01,2657.39
2018-05-02,2657.39
2018-05-03,2657.39
2018-05-04,2680.6
2018-05-05,2660.55
2018-05-06,2660.55
2018-05-07,2660.55
2018-05-08,2640.18
2018-05-09,2653.78
2018-05-10,2653.78
2018-05-11,2642.95
2018-05-12,2629.51
2018-05-13,2629.51
2018-05-14,2629.51
2018-05-15,2622.78
2018-05-16,2607.86
2018-05-17,2587.5
2018-05-18,2561.73
2018-05-19,2563.38
2018-05-20,2563.38
2018-05-21,2563.38
2018-05-22,2585.16
2018-05-23,2548.45
2018-05-24,2562.52
2018-05-25,2559.44
2018-05-26,2585.22
2018-05-27,2585.22
2018-05-28,2585.22
2018-05-29,2609.68
2018-05-30,2622.31
2018-05-31,2613.35
2018-06-01,2599.11
2018-06-02,2598.24
2018-06-03,2598.24
2018-06-04,2598.24
2018-06-05,2577.73
2018-06-06,2575.16
2018-06-07,2582.15
2018-06-08,2580.13
2018-06-09,2617.66
2018-06-10,2602.18
2018-06-11,2617.66
2018-06-12,2617.66
2018-06-13,2617.66
2018-06-14,2626.65
2018-06-15,2612.45
2018-06-16,2620.18
2018-06-17,2620.18
2018-06-18,2620.18
2018-06-19,2615.1
2018-06-20,2634.54
2018-06-21,2604.24
2018-06-22,2591.61
2018-06-23,2581.55
2018-06-24,2581.55
2018-06-25,2581.55
2018-06-26,2569.92
2018-06-27,2537.9
2018-06-28,2551.13
2018-06-29,2544.58
2018-06-30,2523.19
2018-07-01,2523.19
2018-07-02,2523.19
2018-07-03,2535.44
2018-07-04,2532.25
2018-07-05,2555.01
2018-07-06,2547.42
2018-07-07,2545.28
2018-07-08,2545.28
2018-07-09,2545.28
2018-07-10,2550.64
2018-07-11,2516.96
2018-07-12,2495.62
2018-07-13,2489.67
2018-07-14,2484.45
2018-07-15,2484.45
2018-07-16,2484.45
2018-07-17,2491.75
2018-07-18,2496.42
2018-07-19,2474.18
2018-07-20,2476.59
2018-07-21,2500.18
2018-07-22,2500.18
2018-07-23,2500.18
2018-07-24,2497.98
2018-07-25,2476.8
2018-07-26,2495.78
2018-07-27,2485.93
2018-07-28,2468.31
2018-07-29,2468.31
2018-07-30,2468.31
2018-07-31,2466.63
2018-08-01,2443.99
2018-08-02,2459.34
2018-08-03,2471.56
2018-08-04,2463.85
2018-08-05,2463.85
2018-08-06,2463.85
2018-08-07,2474.29
2018-08-08,2482.99
2018-08-09,2478.8
2018-08-10,2590.39
2018-08-11,2606.41
2018-08-12,2606.41
2018-08-13,2606.41
2018-08-14,2641.77
2018-08-15,2565.32
2018-08-16,2532.51
2018-08-17,2537.03
2018-08-18,2530.03
2018-08-19,2530.03
2018-08-20,2530.03
2018-08-21,2567.59
2018-08-22,2579.05
2018-08-23,2601.85
2018-08-24,2615.81
2018-08-25,2593.54
2018-08-26,2593.54
2018-08-27,2593.54
2018-08-28,2595.22
2018-08-29,2627.63
2018-08-30,2638.52
2018-08-31,2631.81
2018-09-01,2640.21
2018-09-02,2640.21
2018-09-03,2640.21
2018-09-04,2617.34
2018-09-05,2624.73
2018-09-06,2629.69
2018-09-07,2642.6
2018-09-08,2664.85
2018-09-09,2664.85
2018-09-10,2664.85
2018-09-11,2686.15
2018-09-12,2686.17
2018-09-13,2679.26
2018-09-14,2662.75
2018-09-15,2648.01
2018-09-16,2648.01
2018-09-17,2648.01
2018-09-18,2624.04
2018-09-19,2612.62
