date,gold_cost_rub
2021-08-16,4151.89
2021-08-17,4190.07
2021-08-18,4238.06
2021-08-19,4223.31
2021-08-20,4263.04
2021-08-21,4262.78
2021-08-22,4262.78
2021-08-23,4262.78
2021-08-24,4255.14
2021-08-25,4286.39
2021-08-26,4255.03
2021-08-27,4243.41
2021-08-28,4271.0
2021-08-29,4271.0
2021-08-30,4271.0
2021-08-31,4254.3
2021-09-01,4274.39
2021-09-02,4268.38
2021-09-03,4251.36
2021-09-04,4244.41
2021-09-05,4244.41
2021-09-06,4244.41
2021-09-07,4277.87
2021-09-08,4260.95
2021-09-09,4245.35
2021-09-10,4221.14
2021-09-11,4210.48
2021-09-12,4210.48
2021-09-13,4210.48
2021-09-14,4200.92
2021-09-15,4181.7
2021-09-16,4219.32
2021-09-17,4148.59
2021-09-18,4120.07
2021-09-19,4120.07
2021-09-20,4120.07
2021-09-21,4142.76
2021-09-22,4157.6
2021-09-23,4159.94
2021-09-24,4140.97
2021-09-25,4119.8
2021-09-26,4119.8
2021-09-27,4119.8
2021-09-28,4086.21
2021-09-29,4055.46
2021-09-30,4074.26
2021-10-01,4043.86
2021-10-02,4115.97
2021-10-03,4115.97
2021-10-04,4115.97
2021-10-05,4107.31
2021-10-06,4101.65
2021-10-07,4078.88
2021-10-08,4086.92
2021-10-09,4067.69
2021-10-10,4067.69
2021-10-11,4067.69
2021-10-12,4036.46
2021-10-13,4065.28
2021-10-14,4083.3
2021-10-15,4147.69
2021-10-16,4080.1
2021-10-17,4080.1
2021-10-18,4080.1
2021-10-19,4032.86
2021-10-20,4059.97
2021-10-21,4062.16
2021-10-22,4074.76
2021-10-23,4083.35
2021-10-24,4083.35
2021-10-25,4083.35
2021-10-26,4056.97
2021-10-27,4029.35
2021-10-28,4003.77
2021-10-29,4077.04
2021-10-30,4072.7
2021-10-31,4072.7
2021-11-01,4072.7
2021-11-02,4083.12
2021-11-03,4117.01
2021-11-04,4095.36
2021-11-05,4095.36
2021-11-06,4095.36
2021-11-07,4095.36
2021-11-08,4095.36
2021-11-09,4173.18
2021-11-10,4181.37
2021-11-11,4147.92
2021-11-12,4255.85
2021-11-13,4271.28
2021-11-14,4271.28
2021-11-15,4271.28
2021-11-16,4330.74
2021-11-17,4367.41
2021-11-18,4351.2
2021-11-19,4342.8
2021-11-20,4354.45
2021-11-21,4354.45
2021-11-22,4354.45
2021-11-23,4347.74
2021-11-24,4324.17
2021-11-25,4282.04
2021-11-26,4294.8
2021-11-27,4398.15
2021-11-28,4398.15
2021-11-29,4398.15
2021-11-30,4327.24
2021-12-01,4328.35
2021-12-02,4249.61
2021-12-03,4228.3
2021-12-04,4204.75
2021-12-05,4204.75
2021-12-06,4204.75
2021-12-07,4218.93
2021-12-08,4242.07
2021-12-09,4249.31
2021-12-10,4220.04
2021-12-11,4193.17
2021-12-12,4193.17
2021-12-13,4193.17
2021-12-14,4211.67
2021-12-15,4210.1
2021-12-16,4201.2
2021-12-17,4222.51
2021-12-18,4284.8
2021-12-19,4284.8
2021-12-20,4284.8
2021-12-21,4293.32
2021-12-22,4262.24
2021-12-23,4246.37
2021-12-24,4258.43
2021-12-25,4202.69
2021-12-26,4202.69
2021-12-27,4202.69
2021-12-28,4205.24
2021-12-29,4220.34
2021-12-30,4253.66
2021-12-31,4297.62
2022-01-01,4297.62
2022-01-02,4297.62
2022-01-03,4297.62
2022-01-04,4297.62
2022-01-05,4297.62
2022-01-06,4297.62
2022-01-07,4297.62
2022-01-08,4297.62
2022-01-09,4297.62
2022-01-10,4297.62
2022-01-11,4349.29
2022-01-12,4343.34
2022-01-13,4352.31
2022-01-14,4369.08
2022-01-15,4438.92
2022-01-16,4438.92
2022-01-17,4438.92
2022-01-18,4449.57
2022-01-19,4444.09
2022-01-20,4491.8
2022-01-21,4513.92
2022-01-22,4522.62
2022-01-23,4522.62
2022-01-24,4522.62
2022-01-25,4572.35
2022-01-26,4641.26
2022-01-27,4683.3
2022-01-28,4608.11
2022-01-29,4478.88
2022-01-30,4478.88
2022-01-31,4478.88
2022-02-01,4459.89
2022-02-02,4479.74
2022-02-03,4431.2
2022-02-04,4445.08
2022-02-05,4436.74
2022-02-06,4436.74
2022-02-07,4436.74
2022-02-08,4406.86
2022-02-09,4408.79
2022-02-10,4396.44
2022-02-11,4401.98
2022-02-12,4402.86
2022-02-13,4402.86
2022-02-14,4402.86
2022-02-15,4568.94
2022-02-16,4542.75
2022-02-17,4472.36
2022-02-18,4594.7
2022-02-19,4596.23
2022-02-20,4596.23
2022-02-21,4596.23
2022-02-22,4678.19
2022-02-23,4899.6
2022-02-24,4899.6
2022-02-25,5501.19
2022-02-26,5136.31
2022-02-27,5136.31
2022-02-28,5136.31
2022-03-01,5725.1
2022-03-02,5664.73
2022-03-03,6393.4
2022-03-04,6953.99
2022-03-05,6612.7
2022-03-06,6617.8
2022-03-07,6612.7
2022-03-08,6612.7
2022-03-09,6612.7
2022-03-10,7610.16
2022-03-11,7731.42
2022-03-12,7475.21
2022-03-13,7475.21
2022-03-14,7475.21
2022-03-15,7265.07
2022-03-16,6913.1
2022-03-17,6665.65
2022-03-18,6541.42
2022-03-19,6460.03
2022-03-20,6460.03
2022-03-21,6460.03
2022-03-22,6478.95
2022-03-23,6455.72
2022-03-24,6408.41
2022-03-25,6008.83
2022-03-26,6017.86
2022-03-27,6017.86
2022-03-28,6017.86
2022-03-29,5805.91
2022-03-30,5301.45
2022-03-31,5184.57
2022-04-01,5159.82
2022-04-02,5185.8
2022-04-03,5185.8
2022-04-04,5185.8
2022-04-05,5185.42
2022-04-06,5172.87
2022-04-07,5162.48
2022-04-08,4732.04
2022-04-09,4650.29
2022-04-10,4650.29
2022-04-11,4650.29
2022-04-12,4940.94
2022-04-13,4996.12
2022-04-14,5033.78
2022-04-15,5166.17
2022-04-16,5052.35
2022-04-17,5052.35
2022-04-18,5052.35
2022-04-19,5015.06
2022-04-20,4988.28
2022-04-21,4867.2
2022-04-22,4700.9
2022-04-23,4593.43
2022-04-24,4593.43
2022-04-25,4593.43
2022-04-26,4579.36
2022-04-27,4429.83
2022-04-28,4462.53
2022-04-29,4383.25
2022-04-30,4312.32
2022-05-01,4312.32
2022-05-02,4312.32
2022-05-03,4312.32
2022-05-04,4312.32
2022-05-05,4172.75
2022-05-06,3968.82
2022-05-07,4099.58
2022-05-08,4099.58
2022-05-09,4099.58
2022-05-10,4099.58
2022-05-11,4099.58
2022-05-12,4110.72
2022-05-13,3917.33
2022-05-14,3767.0
2022-05-15,3767.0
2022-05-16,3767.0
2022-05-17,3695.18
2022-05-18,3696.71
2022-05-19,3729.64
2022-05-20,3632.72
2022-05-21,3491.12
2022-05-22,3491.12
2022-05-23,3491.12
2022-05-24,3432.62
2022-05-25,3399.81
2022-05-26,3379.59
2022-05-27,3685.05
2022-05-28,3945.83
2022-05-29,3945.83
2022-05-30,3945.83
2022-05-31,3756.62
2022-06-01,3674.11
2022-06-02,3634.03
2022-06-03,3652.31
2022-06-04,3675.5
2022-06-05,3675.5
2022-06-06,3675.5
2022-06-07,3624.7
2022-06-08,3620.13
2022-06-09,3581.53
2022-06-10,3478.48
2022-06-11,3427.0
2022-06-12,3427.0
2022-06-13,3427.0
2022-06-14,3427.0
2022-06-15,3360.65
2022-06-16,3312.46
2022-06-17,3334.51
2022-06-18,3330.2
2022-06-19,3330.2
2022-06-20,3330.2
2022-06-21,3325.83
2022-06-22,3230.23
2022-06-23,3152.26
2022-06-24,3159.68
2022-06-25,3157.73
2022-06-26,3157.73
2022-06-27,3157.73
2022-06-28,3131.91
2022-06-29,3110.23
2022-06-30,2991.91
2022-07-01,3068.92
2022-07-02,3140.99
2022-07-03,3140.99
2022-07-04,3140.99
2022-07-05,3183.37
2022-07-06,3401.96
2022-07-07,3584.11
2022-07-08,3561.38
2022-07-09,3443.04
2022-07-10,3443.04
2022-07-11,3443.04
2022-07-12,3425.96
2022-07-13,3292.43
2022-07-14,3256.92
2022-07-15,3230.17
2022-07-16,3162.2
2022-07-17,3162.2
2022-07-18,3162.2
2022-07-19,3102.63
2022-07-20,3063.93
2022-07-21,3020.86
2022-07-22,3103.78
2022-07-23,3146.22
2022-07-24,3146.22
2022-07-25,3146.22
2022-07-26,3226.8
2022-07-27,3241.81
2022-07-28,3330.21
2022-07-29,3317.67
2022-07-30,3456.44
2022-07-31,3456.44
2022-08-01,3456.44
2022-08-02,3497.98
2022-08-03,3428.13
2022-08-04,3446.8
2022-08-05,3412.14
2022-08-06,3461.06
2022-08-07,3461.06
2022-08-08,3461.06
2022-08-09,3438.71
2022-08-10,3463.39
2022-08-11,3489.33
2022-08-12,3498.68
2022-08-13,3517.86
2022-08-14,3517.86
2022-08-15,3517.86
2022-08-16,3536.25
2022-08-17,3508.52
2022-08-18,3466.86
2022-08-19,3406.56
2022-08-20,3356.56
2022-08-21,3356.56
2022-08-22,3356.56
2022-08-23,3362.74
2022-08-24,3337.74
2022-08-25,3369.02
2022-08-26,3354.52
2022-08-27,3387.88
2022-08-28,3387.88
2022-08-29,3387.88
2022-08-30,3398.71
2022-08-31,3398.94
2022-09-01,3351.1
2022-09-02,3323.12
2022-09-03,3288.6
2022-09-04,3288.6
2022-09-05,3288.6
2022-09-06,3353.22
2022-09-07,3347.5
2022-09-08,3349.06
2022-09-09,3328.33
2022-09-10,3323.22
2022-09-11,3323.22
2022-09-12,3323.22
2022-09-13,3330.39
2022-09-14,3334.05
2022-09-15,3276.4
2022-09-16,3268.62
2022-09-17,3260.06
2022-09-18,3260.06
2022-09-19,3260.06
2022-09-20,3220.08
2022-09-21,3212.03
2022-09-22,3256.69
2022-09-23,3215.84
2022-09-24,3122.98
2022-09-25,3122.98
2022-09-26,3122.98
2022-09-27,3064.74
2022-09-28,3073.7
2022-09-29,3071.11
2022-09-30,3049.65
2022-10-01,2942.06
2022-10-02,2942.06
2022-10-03,2942.06
2022-10-04,3094.08
2022-10-05,3153.58
2022-10-06,3275.18
2022-10-07,3294.19
2022-10-08,3375.52
2022-10-09,3375.52
2022-10-10,3375.52
2022-10-11,3398.06
2022-10-12,3432.71
2022-10-13,3412.3
2022-10-14,3410.3
2022-10-15,3341.18
2022-10-16,3341.18
2022-10-17,3341.18
2022-10-18,3275.08
2022-10-19,3271.89
2022-10-20,3273.24
2022-10-21,3226.4
2022-10-22,3217.44
2022-10-23,3217.44
2022-10-24,3217.44
2022-10-25,3231.34
2022-10-26,3251.94
2022-10-27,3276.93
2022-10-28,3288.05
2022-10-29,3283.6
2022-10-30,3283.6
2022-10-31,3283.6
2022-11-01,3265.15
2022-11-02,3236.92
2022-11-03,3259.32
2022-11-04,3293.19
2022-11-05,3293.19
2022-11-06,3293.19
2022-11-07,3293.19
2022-11-08,3296.57
2022-11-09,3291.53
2022-11-10,3295.46
2022-11-11,3377.36
2022-11-12,3377.92
2022-11-13,3377.92
2022-11-14,3377.92
2022-11-15,3416.39
2022-11-16,3430.01
2022-11-17,3436.85
2022-11-18,3442.39
2022-11-19,3413.57
2022-11-20,3413.57
2022-11-21,3413.57
2022-11-22,3420.47
2022-11-23,3394.05
2022-11-24,3390.49
2022-11-25,3378.45
2022-11-26,3413.32
2022-11-27,3413.32
2022-11-28,3413.32
2022-11-29,3421.75
2022-11-30,3429.49
2022-12-01,3430.64
2022-12-02,3447.29
2022-12-03,3581.25
2022-12-04,3581.25
2022-12-05,3581.25
2022-12-06,3568.23
2022-12-07,3593.78
2022-12-08,3589.24
2022-12-09,3585.33
2022-12-10,3590.33
2022-12-11,3590.33
2022-12-12,3590.33
2022-12-13,3624.66
2022-12-14,3630.93
2022-12-15,3714.64
2022-12-16,3737.85
2022-12-17,3704.77
2022-12-18,3704.77
2022-12-19,3704.77
2022-12-20,3823.72
2022-12-21,3972.92
2022-12-22,4112.93
2022-12-23,4214.99
2022-12-24,3975.92
2022-12-25,3975.92
2022-12-26,3975.92
2022-12-27,3962.76
2022-12-28,4048.78
2022-12-29,4129.34
2022-12-30,4173.2
2022-12-31,4101.62
2023-01-01,4101.62
2023-01-02,4101.62
2023-01-03,4101.62
2023-01-04,4101.62
2023-01-05,4101.62
2023-01-06,4101.62
2023-01-07,4101.62
2023-01-08,4101.62
2023-01-09,4101.62
2023-01-10,4186.35
2023-01-11,4204.85
2023-01-12,4168.82
2023-01-13,4080.03
2023-01-14,4089.96
2023-01-15,4089.96
2023-01-16,4089.96
2023-01-17,4187.24
2023-01-18,4231.99
2023-01-19,4237.75
2023-01-20,4251.41
2023-01-21,4235.59
2023-01-22,4235.59
2023-01-23,4235.59
2023-01-24,4247.23
2023-01-25,4232.69
2023-01-26,4258.35
2023-01-27,4291.13
2023-01-28,4307.9
2023-01-29,4307.9
2023-01-30,4307.9
2023-01-31,4302.74
2023-02-01,4362.29
2023-02-02,4337.36
2023-02-03,4336.9
2023-02-04,4348.54
2023-02-05,4348.54
2023-02-06,4348.54
2023-02-07,4256.69
2023-02-08,4269.59
2023-02-09,4304.91
2023-02-10,4388.79
2023-02-11,4397.7
2023-02-12,4397.7
2023-02-13,4397.7
2023-02-14,4402.43
2023-02-15,4407.74
2023-02-16,4446.47
2023-02-17,4401.67
2023-02-18,4395.97
2023-02-19,4395.97
2023-02-20,4395.97
2023-02-21,4365.8
2023-02-22,4442.45
2023-02-23,4412.0
2023-02-24,4412.0
2023-02-25,4412.0
2023-02-26,4412.0
2023-02-27,4412.0
2023-02-28,4391.92
2023-03-01,4379.07
2023-03-02,4414.41
2023-03-03,4467.81
2023-03-04,4454.75
2023-03-05,4454.75
2023-03-06,4454.75
2023-03-07,4467.56
2023-03-08,4485.83
2023-03-09,4485.83
2023-03-10,4432.37
2023-03-11,4471.45
2023-03-12,4471.45
2023-03-13,4471.45
2023-03-14,4515.62
2023-03-15,4620.57
2023-03-16,4645.42
2023-03-17,4725.06
2023-03-18,4735.52
2023-03-19,4735.52
2023-03-20,4735.52
2023-03-21,4872.66
2023-03-22,4865.03
2023-03-23,4830.86
2023-03-24,4782.4
2023-03-25,4861.51
2023-03-26,4861.51
2023-03-27,4861.51
2023-03-28,4908.06
2023-03-29,4792.74
2023-03-30,4857.86
2023-03-31,4870.02
2023-04-01,4886.98
2023-04-02,4886.98
2023-04-03,4886.98
2023-04-04,4961.49
2023-04-05,5060.12
2023-04-06,5136.25
2023-04-07,5267.29
2023-04-08,5303.4
2023-04-09,5303.4
2023-04-10,5303.4
2023-04-11,5261.26
2023-04-12,5289.31
2023-04-13,5285.85
2023-04-14,5273.4
2023-04-15,5367.82
2023-04-16,5367.82
2023-04-17,5367.82
2023-04-18,5299.71
2023-04-19,5235.5
2023-04-20,5248.95
2023-04-21,5223.41
2023-04-22,5258.42
2023-04-23,5258.42
2023-04-24,5258.42
2023-04-25,5157.21
2023-04-26,5186.62
2023-04-27,5215.69
2023-04-28,5252.3
2023-04-29,5139.72
2023-04-30,5139.72
2023-05-01,5139.72
2023-05-02,5139.72
2023-05-03,5096.74
2023-05-04,5087.83
2023-05-05,5091.13
2023-05-06,5050.08
2023-05-07,5050.08
2023-05-08,5050.08
2023-05-09,5050.08
2023-05-10,5050.08
2023-05-11,5005.93
2023-05-12,4970.13
2023-05-13,5003.93
2023-05-14,5003.93
2023-05-15,5003.93
2023-05-16,5136.88
2023-05-17,5193.99
2023-05-18,5212.6
2023-05-19,5080.59
2023-05-20,5036.29
2023-05-21,5036.29
2023-05-22,5036.29
2023-05-23,5041.43
2023-05-24,5078.27
2023-05-25,5062.8
2023-05-26,5065.05
2023-05-27,5008.93
2023-05-28,5008.93
2023-05-29,5008.93
2023-05-30,5013.59
2023-05-31,5053.15
2023-06-01,5084.22
2023-06-02,5113.54
2023-06-03,5133.72
2023-06-04,5133.72
2023-06-05,5133.72
2023-06-06,5133.5
2023-06-07,5119.1
2023-06-08,5125.91
2023-06-09,5192.52
2023-06-10,5224.71
2023-06-11,5224.71
2023-06-12,5224.71
2023-06-13,5224.71
2023-06-14,5251.55
2023-06-15,5298.59
2023-06-16,5279.51
2023-06-17,5250.65
2023-06-18,5250.65
2023-06-19,5250.65
2023-06-20,5291.78
2023-06-21,5284.05
2023-06-22,5228.8
2023-06-23,5176.24
2023-06-24,5190.3
2023-06-25,5190.3
2023-06-26,5190.3
2023-06-27,5255.39
2023-06-28,5258.04
2023-06-29,5282.19
2023-06-30,5340.1
2023-07-01,5397.95
2023-07-02,5397.95
2023-07-03,5397.95
2023-07-04,5491.75
2023-07-05,5552.75
2023-07-06,5599.02
2023-07-07,5728.1
2023-07-08,5626.82
2023-07-09,5626.82
2023-07-10,5626.82
2023-07-11,5654.58
2023-07-12,5594.93
2023-07-13,5634.89
2023-07-14,5663.03
2023-07-15,5673.24
2023-07-16,5673.24
2023-07-17,5673.24
2023-07-18,5679.65
2023-07-19,5684.58
2023-07-20,5791.28
2023-07-21,5770.07
2023-07-22,5742.41
2023-07-23,5742.41
2023-07-24,5742.41
2023-07-25,5703.95
2023-07-26,5677.34
2023-07-27,5670.57
2023-07-28,5691.04
2023-07-29,5690.18
2023-07-30,5690.18
2023-07-31,5690.18
2023-08-01,5754.79
2023-08-02,5814.7
2023-08-03,5812.21
2023-08-04,5861.9
2023-08-05,5900.12
2023-08-06,5900.12
2023-08-07,5900.12
2023-08-08,6030.71
2023-08-09,5966.82
2023-08-10,6032.48
2023-08-11,6013.6
2023-08-12,6065.07
2023-08-13,6065.07
2023-08-14,6065.07
2023-08-15,6223.49
2023-08-16,5962.88
2023-08-17,5919.3
2023-08-18,5739.26
2023-08-19,5694.79
2023-08-20,5694.79
2023-08-21,5694.79
2023-08-22,5731.75
2023-08-23,5718.64
2023-08-24,5747.11
2023-08-25,5817.13
2023-08-26,5837.51
2023-08-27,5837.51
2023-08-28,5837.51
2023-08-29,5879.6
2023-08-30,5894.09
2023-08-31,5952.44
2023-09-01,6031.99
2023-09-02,6016.15
2023-09-03,6016.15
2023-09-04,6016.15
2023-09-05,6028.12
2023-09-06,6074.92
2023-09-07,6059.03
2023-09-08,6068.06
2023-09-09,6039.6
2023-09-10,6039.6
2023-09-11,6039.6
2023-09-12,5981.6
2023-09-13,5861.06
2023-09-14,5889.42
2023-09-15,5916.79
2023-09-16,5908.45
2023-09-17,5908.45
2023-09-18,5908.45
2023-09-19,5989.9
2023-09-20,5950.65
2023-09-21,6010.4
2023-09-22,6002.85
2023-09-23,5913.17
2023-09-24,5913.17
2023-09-25,5913.17
2023-09-26,5957.73
2023-09-27,5955.71
2023-09-28,5916.71
2023-09-29,5885.88
2023-09-30,5867.87
2023-10-01,5867.87
2023-10-02,5867.87
2023-10-03,5922.29
2023-10-04,5850.23
2023-10-05,5827.4
2023-10-06,5829.12
2023-10-07,5878.39
2023-10-08,5878.39
2023-10-09,5878.39
2023-10-10,5929.7
2023-10-11,5929.55
2023-10-12,5969.24
2023-10-13,5835.41
2023-10-14,5862.82
2023-10-15,5862.82
2023-10-16,5862.82
2023-10-17,5971.66
2023-10-18,6002.99
2023-10-19,6036.41
2023-10-20,6118.41
2023-10-21,6023.62
2023-10-22,6023.62
2023-10-23,6023.62
2023-10-24,6054.85
2023-10-25,5932.44
2023-10-26,5880.86
2023-10-27,5965.91
2023-10-28,5919.09
2023-10-29,5919.09
2023-10-30,5919.09
2023-10-31,5944.43
2023-11-01,5910.09
2023-11-02,5988.75
2023-11-03,5950.27
2023-11-04,5933.24
2023-11-05,5933.24
2023-11-06,5933.24
2023-11-07,5933.24
2023-11-08,5896.67
2023-11-09,5811.93
2023-11-10,5790.87
2023-11-11,5793.24
2023-11-12,5793.24
2023-11-13,5793.24
2023-11-14,5750.54
2023-11-15,5665.95
2023-11-16,5663.17
2023-11-17,5599.86
2023-11-18,5673.76
2023-11-19,5673.76
2023-11-20,5673.76
2023-11-21,5636.47
2023-11-22,5561.75
2023-11-23,5687.83
2023-11-24,5659.34
2023-11-25,5690.41
2023-11-26,5690.41
2023-11-27,5690.41
2023-11-28,5706.25
2023-11-29,5736.79
2023-11-30,5788.68
2023-12-01,5829.66
2023-12-02,5874.13
2023-12-03,5874.13
2023-12-04,5874.13
2023-12-05,5962.74
2023-12-06,6033.3
2023-12-07,6035.71
2023-12-08,6030.66
2023-12-09,5971.85
2023-12-10,5971.85
2023-12-11,5971.85
2023-12-12,5874.14
2023-12-13,5762.28
2023-12-14,5724.88
2023-12-15,5715.72
2023-12-16,5900.56
2023-12-17,5900.56
2023-12-18,5900.56
2023-12-19,5907.79
2023-12-20,5862.09
2023-12-21,5933.4
2023-12-22,6001.66
2023-12-23,6035.07
2023-12-24,6035.07
2023-12-25,6035.07
2023-12-26,6078.14
2023-12-27,6060.82
2023-12-28,6060.7
2023-12-29,6008.18
2023-12-30,5993.16
2023-12-31,5993.16
2024-01-01,5993.16
2024-01-02,5993.16
2024-01-03,5993.16
2024-01-04,5993.16
2024-01-05,5993.16
2024-01-06,5993.16
2024-01-07,5993.16
2024-01-08,5993.16
2024-01-09,5993.16
2024-01-10,5886.06
2024-01-11,5848.46
2024-01-12,5785.3
2024-01-13,5749.64
2024-01-14,5749.64
2024-01-15,5749.64
2024-01-16,5794.64
2024-01-17,5776.36
2024-01-18,5789.66
2024-01-19,5734.52
2024-01-20,5734.04
2024-01-21,5734.04
2024-01-22,5734.04
2024-01-23,5737.5
2024-01-24,5714.43
2024-01-25,5741.86
2024-01-26,5770.98
2024-01-27,5824.35
2024-01-28,5824.35
2024-01-29,5824.35
2024-01-30,5815.14
2024-01-31,5805.98
2024-02-01,5889.88
2024-02-02,5956.39
2024-02-03,5963.38
2024-02-04,5963.38
2024-02-05,5963.38
2024-02-06,5967.26
2024-02-07,5883.61
2024-02-08,5951.43
2024-02-09,5989.95
2024-02-10,5928.09
2024-02-11,5928.09
2024-02-12,5928.09
2024-02-13,5925.12
2024-02-14,5909.23
2024-02-15,5867.72
2024-02-16,5860.41
2024-02-17,5963.1
2024-02-18,5963.1
2024-02-19,5963.1
2024-02-20,5935.87
2024-02-21,5988.8
2024-02-22,6030.43
2024-02-23,6043.85
2024-02-24,6043.85
2024-02-25,6043.85
2024-02-26,6043.85
2024-02-27,6038.13
2024-02-28,5998.96
2024-02-29,6010.85
2024-03-01,5936.07
2024-03-02,6013.98
2024-03-03,6013.98
2024-03-04,6013.98
2024-03-05,6020.42
2024-03-06,6149.12
2024-03-07,6199.44
2024-03-08,6252.1
2024-03-09,6252.1
2024-03-10,6252.1
2024-03-11,6252.1
2024-03-12,6326.15
2024-03-13,6371.09
2024-03-14,6361.07
2024-03-15,6388.45
2024-03-16,6382.33
2024-03-17,6382.33
2024-03-18,6382.33
2024-03-19,6398.01
2024-03-20,6399.08
2024-03-21,6421.44
2024-03-22,6377.97
2024-03-23,6462.74
2024-03-24,6462.74
2024-03-25,6462.74
2024-03-26,6477.49
2024-03-27,6478.59
2024-03-28,6489.04
2024-03-29,6504.24
2024-03-30,6575.81
2024-03-31,6575.81
2024-04-01,6575.81
2024-04-02,6570.5
2024-04-03,6587.16
2024-04-04,6726.42
2024-04-05,6766.8
2024-04-06,6814.5
2024-04-07,6814.5
2024-04-08,6814.5
2024-04-09,6841.74
2024-04-10,6918.66
2024-04-11,7061.43
2024-04-12,7029.69
2024-04-13,7046.86
2024-04-14,7046.86
2024-04-15,7046.86
2024-04-16,7226.01
2024-04-17,7090.16
2024-04-18,7184.66
2024-04-19,7231.12
2024-04-20,7158.09
2024-04-21,7158.09
2024-04-22,7158.09
2024-04-23,7134.62
2024-04-24,7003.45
2024-04-25,6925.11
2024-04-26,6872.79
2024-04-27,6859.4
2024-04-28,6913.94
2024-04-29,6913.94
2024-04-30,6913.94
2024-05-01,6913.94
2024-05-02,6913.94
2024-05-03,6814.03
2024-05-04,6747.43
2024-05-05,6747.43
2024-05-06,6747.43
2024-05-07,6735.95
2024-05-08,6721.99
2024-05-09,6847.93
2024-05-10,6847.93
2024-05-11,6847.93
2024-05-12,6847.93
2024-05-13,6847.93
2024-05-14,6989.4
2024-05-15,6884.35
2024-05-16,6909.1
2024-05-17,6891.61
2024-05-18,6954.63
2024-05-19,6954.63
2024-05-20,6954.63
2024-05-21,7002.57
2024-05-22,7035.06
2024-05-23,7038.28
2024-05-24,6986.66
2024-05-25,6798.61
2024-05-26,6798.61
2024-05-27,6798.61
2024-05-28,6679.72
2024-05-29,6661.07
2024-05-30,6745.75
2024-05-31,6764.58
2024-06-01,6810.14
2024-06-02,6810.14
2024-06-03,6810.14
2024-06-04,6747.67
2024-06-05,6670.89
2024-06-06,6636.48
2024-06-07,6677.83
2024-06-08,6736.49
2024-06-09,6736.49
2024-06-10,6736.49
2024-06-11,6611.74
2024-06-12,6595.43
2024-06-13,6595.43
2024-06-14,6597.13
2024-06-15,6617.04
2024-06-16,6617.04
2024-06-17,6617.04
2024-06-18,6672.12
2024-06-19,6491.66
2024-06-20,6174.77
2024-06-21,6382.94
2024-06-22,6650.23
2024-06-23,6650.23
2024-06-24,6650.23
2024-06-25,6559.4
2024-06-26,6534.52
2024-06-27,6563.71
2024-06-28,6281.85
2024-06-29,6405.84
2024-06-30,6405.84
2024-07-01,6405.84
2024-07-02,6542.06
2024-07-03,6589.05
2024-07-04,6593.43
2024-07-05,6690.03
2024-07-06,6683.46
2024-07-07,6683.46
2024-07-08,6683.46
2024-07-09,6743.87
2024-07-10,6724.41
2024-07-11,6688.38
2024-07-12,6745.03
2024-07-13,6796.33
2024-07-14,6796.33
2024-07-15,6796.33
2024-07-16,6794.73
2024-07-17,6872.34
2024-07-18,6919.31
2024-07-19,7007.35
2024-07-20,6972.37
2024-07-21,6972.37
2024-07-22,6972.37
2024-07-23,6783.17
2024-07-24,6715.65
2024-07-25,6686.99
2024-07-26,6649.29
2024-07-27,6503.86
2024-07-28,6503.86
2024-07-29,6503.86
2024-07-30,6640.08
2024-07-31,6636.67
2024-08-01,6617.33
2024-08-02,6691.72
2024-08-03,6763.25
2024-08-04,6763.25
2024-08-05,6763.25
2024-08-06,6745.43
2024-08-07,6554.61
2024-08-08,6622.85
2024-08-09,6680.53
2024-08-10,6822.01
2024-08-11,6822.01
2024-08-12,6822.01
2024-08-13,7019.6
2024-08-14,7301.23
2024-08-15,7152.03
2024-08-16,7013.52
2024-08-17,6993.5
2024-08-18,6993.5
2024-08-19,6993.5
2024-08-20,7156.28
2024-08-21,7273.83
2024-08-22,7457.14
2024-08-23,7331.43
2024-08-24,7312.55
2024-08-25,7312.55
2024-08-26,7312.55
2024-08-27,7409.59
2024-08-28,7385.87
2024-08-29,7375.19
2024-08-30,7366.28
2024-08-31,7382.37
2024-09-01,7382.37
2024-09-02,7382.37
2024-09-03,7272.65
2024-09-04,7118.34
2024-09-05,7090.06
2024-09-06,7175.4
2024-09-07,7247.22
2024-09-08,7247.22
2024-09-09,7247.22
2024-09-10,7282.75
2024-09-11,7322.47
2024-09-12,7354.1
2024-09-13,7345.8
2024-09-14,7443.36
2024-09-15,7443.36
2024-09-16,7443.36
2024-09-17,7545.79
2024-09-18,7595.71
2024-09-19,7587.96
2024-09-20,7659.54
2024-09-21,7665.96
2024-09-22,7665.96
2024-09-23,7665.96
2024-09-24,7784.83
2024-09-25,7851.94
2024-09-26,7829.67
2024-09-27,7907.07
2024-09-28,7940.04
2024-09-29,7940.04
2024-09-30,7940.04
2024-10-01,7977.98
2024-10-02,7893.87
2024-10-03,8105.13
2024-10-04,8129.63
2024-10-05,8075.7
2024-10-06,8075.7
2024-10-07,8075.7
2024-10-08,8184.83
2024-10-09,8160.37
2024-10-10,8228.46
2024-10-11,8161.88
2024-10-12,8119.97
2024-10-13,8119.97
2024-10-14,8119.97
2024-10-15,8184.13
2024-10-16,8280.66
2024-10-17,8283.25
2024-10-18,8355.9
2024-10-19,8335.12
2024-10-20,8335.12
2024-10-21,8335.12
2024-10-22,8380.11
2024-10-23,8498.03
